# time luminosity u_luminosity radius u_radius
-3.458017949888017029e-01 2.026621871011385548e+38 7.369954809314840020e+36 6.671036929373362800e+05 4.737534349608697812e+05
-3.421873994248016970e-01 2.044113781636274477e+38 7.517492789410672162e+36 6.671193256998586003e+05 4.737647250544749550e+05
-3.385717243527324172e-01 2.062275782131161528e+38 7.622710018116086644e+36 6.671349800590077648e+05 4.737760307588934666e+05
-3.347171655750571517e-01 2.081722485292846379e+38 7.763805019007750299e+36 6.671516766433271114e+05 4.737880891790993628e+05
-3.309505434372113086e-01 2.101443413729982132e+38 7.958237836036825873e+36 6.671679881166158011e+05 4.737998694795620395e+05
-3.272641721614490962e-01 2.121816482061155514e+38 8.131830613607679086e+36 6.671839304849426262e+05 4.738113832182913320e+05
-3.236283990299853031e-01 2.141906914223788211e+38 8.486211414481757532e+36 6.671996251149856253e+05 4.738227180493533961e+05
-3.200104525094502605e-01 2.161974634129208102e+38 8.863589315625208179e+36 6.672151977427771781e+05 4.738339647835995420e+05
-3.163747246144339442e-01 2.182207610956848441e+38 9.046657998249841164e+36 6.672308166836452438e+05 4.738452449625332374e+05
-3.126730728690745309e-01 2.203443628231149240e+38 9.463136421459839861e+36 6.672466536398165626e+05 4.738566826155205490e+05
-3.088506908607087098e-01 2.239511192595391528e+38 1.730939107112767596e+37 6.672630581901721889e+05 4.738685301041316707e+05
-3.048792839508678298e-01 2.256224929269592574e+38 1.488474227218881368e+37 6.672800080818468705e+05 4.738807714663920342e+05
-3.006928967024578014e-01 2.278826309058999965e+38 1.509611524813158746e+37 6.672977542419084348e+05 4.738935879368085298e+05
-2.962349096269463189e-01 2.302214639179262949e+38 1.536433566471764673e+37 6.673165060331020504e+05 4.739071307254515123e+05
-2.912924824613583041e-01 2.327280709258516867e+38 1.549862279065651619e+37 6.673371043961091200e+05 4.739220071873436100e+05
-2.859085762720496859e-01 2.353377978876611304e+38 1.542081753610492659e+37 6.673593059540034737e+05 4.739380415821470087e+05
-2.802321922627015738e-01 2.379876484106700755e+38 1.511185950414807301e+37 6.673824319573973771e+05 4.739547437196063111e+05
-2.741783627006952884e-01 2.409228587862368703e+38 1.455004693227181177e+37 6.674068110982988728e+05 4.739723509890454006e+05
-2.678825345356017351e-01 2.435829974084930243e+38 1.388709337802494647e+37 6.674318305928397458e+05 4.739904208727600053e+05
-2.614036404138460057e-01 2.464773711641504978e+38 1.295757045299269975e+37 6.674572539771853480e+05 4.740087825809111237e+05
-2.545362141936493572e-01 2.490562209194086031e+38 1.200955775375137254e+37 6.674838234387313714e+05 4.740279722130480804e+05
-2.476520125765091507e-01 2.516605584393800477e+38 1.111459341100169404e+37 6.675100646509600338e+05 4.740469249886848847e+05
-2.405165599193423986e-01 2.542986823748972670e+38 1.027968009855244139e+37 6.675368283153208904e+05 4.740662553560601082e+05
-2.331768474741693353e-01 2.568937005863081980e+38 9.662863697280428792e+36 6.675638962423386984e+05 4.740858057733061141e+05
-2.259676304111053469e-01 2.593380717917395490e+38 9.269257911992233957e+36 6.675900356852265541e+05 4.741046858622531290e+05
-2.186766473478201078e-01 2.617341277121019976e+38 9.145493437201704172e+36 6.676160304199045058e+05 4.741234617386243190e+05
-2.114778167942859000e-01 2.639306603975918207e+38 9.133330946766908753e+36 6.676412649635751732e+05 4.741416888381738099e+05
-2.041718961972947000e-01 2.660142961637844228e+38 9.280263597246113758e+36 6.676664331473396160e+05 4.741598683281030389e+05
-1.969137978303479031e-01 2.679646936047038552e+38 9.360439719796175774e+36 6.676909940748722292e+05 4.741776095077720820e+05
-1.895090598554816097e-01 2.698461702247208330e+38 9.485432804485439008e+36 6.677155790471755899e+05 4.741953684000822250e+05
-1.820974696365738055e-01 2.715832192128954994e+38 9.641388648287570799e+36 6.677397007555277087e+05 4.742127930185809964e+05
-1.744884838863072218e-01 2.732288850983420671e+38 9.795665899576980493e+36 6.677639585649479413e+05 4.742303163478110800e+05
-1.667922821361571550e-01 2.747632477290154015e+38 9.956462568710325731e+36 6.677879647827259032e+05 4.742476583661649493e+05
-1.588248360803845571e-01 2.762169901608412474e+38 1.012052128560858921e+37 6.678122670216314727e+05 4.742652147046782193e+05
-1.506354510547680547e-01 2.776015552120729755e+38 1.033705067519313804e+37 6.678366607259825105e+05 4.742828376616901951e+05
-1.420610056320583681e-01 2.789612605546657689e+38 1.072866358502498630e+37 6.678615855227919528e+05 4.743008449128624052e+05
-1.330459885139134713e-01 2.802578651086631815e+38 1.105231783892500917e+37 6.678871355143017136e+05 4.743193045499230502e+05
-1.236836005318764364e-01 2.814290633546636360e+38 1.127030170763345815e+37 6.679129909108746797e+05 4.743379856361792772e+05
-1.138781195932097035e-01 2.825070685846649371e+38 1.139870576529453140e+37 6.679393603540582117e+05 4.743570390401885379e+05
-1.038654641615721630e-01 2.835101543489455690e+38 1.155617924565210059e+37 6.679655804750013631e+05 4.743759855431825854e+05
-9.361537183576729149e-02 2.844268141449529574e+38 1.172498327143187357e+37 6.679917200910458341e+05 4.743948749509724439e+05
-8.310382358467904851e-02 2.852561586769283841e+38 1.188537740294508815e+37 6.680178260334923398e+05 4.744137411932348623e+05
-7.230460056234733202e-02 2.859774311684507950e+38 1.203199865267359979e+37 6.680439340514768846e+05 4.744326102275408339e+05
-6.118729319859994575e-02 2.865938656203932653e+38 1.216126832710650551e+37 6.680701008704408305e+05 4.744515231599160470e+05
-4.973639340460067615e-02 2.871098550940326463e+38 1.227727849114353744e+37 6.680963374899774790e+05 4.744704880681358627e+05
-3.792632404838514049e-02 2.875267585735261273e+38 1.238222537390871986e+37 6.681226634237670805e+05 4.744895192166937632e+05
-2.572283995868929196e-02 2.878422025060265221e+38 1.248576442568969383e+37 6.681491212089757901e+05 4.745086475220377906e+05
-1.308784797402040567e-02 2.880375924372988417e+38 1.257874935960630794e+37 6.681757444597727153e+05 4.745278974908472737e+05
0.000000000000000000e+00 2.889505183536855754e+38 1.702476165837262684e+37 6.682380235037803650e+05 4.745728839008907089e+05
1.357394186015881132e-02 2.876176293615970186e+38 1.069927193095868740e+37 6.682769155837458093e+05 4.746010101473178365e+05
2.768480828308383934e-02 2.873871346674720295e+38 1.067263845162878466e+37 6.683096994297412457e+05 4.746247228400402237e+05
4.234983841342909727e-02 2.869922496088269275e+38 1.062005360844290720e+37 6.683430234095576452e+05 4.746488308827690198e+05
5.762523736484581605e-02 2.864087681842070981e+38 1.055434006474512230e+37 6.683768998594498262e+05 4.746733438891809783e+05
7.218920024206454400e-02 2.857095652893668051e+38 1.048132764169534107e+37 6.684084159312447300e+05 4.746961541262446553e+05
8.875421389166149311e-02 2.847487465266952942e+38 1.039416448959833371e+37 6.684432770848422078e+05 4.747213919210748281e+05
1.060153097496367991e-01 2.835728027371107916e+38 1.030506816653944238e+37 6.684785283329822123e+05 4.747469197081516613e+05
1.240762685592926573e-01 2.821664164576853096e+38 1.021229384446156522e+37 6.685142339693141403e+05 4.747727851885472191e+05
1.429790281672467245e-01 2.805202529237902768e+38 1.010090035443883461e+37 6.685503441869007656e+05 4.747989535357601126e+05
1.627831246059940895e-01 2.786120304458602768e+38 9.989340694061521877e+36 6.685867545116062975e+05 4.748253506597675150e+05
1.835581956238456769e-01 2.764251550463417964e+38 9.874361353777741021e+36 6.686233699301033048e+05 4.748519095145530882e+05
2.053761121151183033e-01 2.739541993678875235e+38 9.741579182387691834e+36 6.686600850489161676e+05 4.748785557030529017e+05
2.283130831874586875e-01 2.712100831689197562e+38 9.585756877456981347e+36 6.686967331898045959e+05 4.749051707446305081e+05
2.524518937061657198e-01 2.682056117344486979e+38 9.426936322868741842e+36 6.687332487511234358e+05 4.749317093314519734e+05
2.738183527053479338e-01 2.654517032593257720e+38 9.258303298700184247e+36 6.687638032486252487e+05 4.749539334435900091e+05
2.933566401879943442e-01 2.628433892494545681e+38 9.099519346839542883e+36 6.687901635092124343e+05 4.749731228791986359e+05
3.131903769281052519e-01 2.601401514531359348e+38 8.940064317111207497e+36 6.688154206219579792e+05 4.749915252983744140e+05
